x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,target
0.0,14.0,14.0,5.0,22.0,10.0,6.0,15.0,15.0,14.0,14.0,17.0,19.0,7.0,21.0,5.0,20.0,10.0,16.0,15.0,3
14.0,18.0,,17.0,2.0,17.0,10.0,14.0,7.0,16.0,6.0,5.0,7.0,14.0,2.0,1.0,19.0,14.0,18.0,19.0,2
12.0,15.0,14.0,14.0,6.0,20.0,19.0,20.0,3.0,15.0,10.0,3.0,10.0,19.0,15.0,3.0,11.0,1.0,8.0,2.0,5
10.0,14.0,16.0,15.0,,,12.0,12.0,2.0,16.0,18.0,10.0,,11.0,4.0,4.0,3.0,5.0,15.0,11.0,1
18.0,10.0,16.0,3.0,10.0,21.0,5.0,1.0,5.0,18.0,19.0,9.0,1.0,18.0,20.0,,15.0,3.0,8.0,16.0,4
12.0,17.0,15.0,12.0,4.0,21.0,19.0,22.0,5.0,13.0,7.0,6.0,,20.0,11.0,,14.0,1.0,,1.0,5
14.0,19.0,17.0,20.0,6.0,16.0,13.0,15.0,,17.0,7.0,4.0,8.0,16.0,3.0,1.0,19.0,12.0,20.0,19.0,2
10.0,14.0,15.0,13.0,13.0,20.0,12.0,14.0,2.0,17.0,16.0,10.0,4.0,12.0,3.0,3.0,2.0,6.0,,14.0,1
17.0,11.0,18.0,4.0,11.0,21.0,7.0,0.0,4.0,19.0,20.0,9.0,4.0,16.0,20.0,14.0,12.0,2.0,7.0,15.0,4
16.0,10.0,15.0,5.0,14.0,19.0,5.0,1.0,4.0,18.0,,12.0,2.0,21.0,19.0,17.0,14.0,4.0,8.0,12.0,4
13.0,18.0,17.0,14.0,3.0,14.0,11.0,14.0,6.0,19.0,7.0,5.0,9.0,15.0,,1.0,,12.0,18.0,19.0,2
17.0,12.0,16.0,5.0,13.0,21.0,5.0,1.0,6.0,19.0,16.0,12.0,3.0,21.0,19.0,17.0,,6.0,6.0,13.0,4
15.0,11.0,14.0,4.0,12.0,19.0,6.0,2.0,5.0,21.0,15.0,10.0,3.0,19.0,17.0,15.0,13.0,4.0,6.0,13.0,4
14.0,2.0,16.0,10.0,3.0,9.0,9.0,7.0,6.0,7.0,18.0,8.0,8.0,6.0,11.0,19.0,10.0,5.0,18.0,11.0,0
13.0,18.0,13.0,13.0,6.0,19.0,15.0,20.0,1.0,14.0,11.0,4.0,,19.0,13.0,3.0,11.0,1.0,7.0,1.0,5
17.0,10.0,15.0,4.0,11.0,19.0,6.0,0.0,6.0,19.0,18.0,8.0,,19.0,20.0,16.0,12.0,5.0,6.0,16.0,4
11.0,18.0,19.0,16.0,,15.0,11.0,14.0,7.0,18.0,7.0,5.0,8.0,15.0,4.0,1.0,17.0,12.0,,19.0,2
13.0,1.0,16.0,11.0,0.0,7.0,10.0,6.0,8.0,8.0,15.0,7.0,7.0,7.0,9.0,19.0,10.0,,19.0,8.0,0
13.0,1.0,13.0,12.0,,11.0,10.0,4.0,7.0,,16.0,7.0,6.0,8.0,,19.0,10.0,5.0,19.0,10.0,0
18.0,,15.0,6.0,11.0,20.0,6.0,2.0,4.0,18.0,17.0,10.0,2.0,17.0,20.0,14.0,14.0,6.0,7.0,16.0,4
14.0,19.0,18.0,14.0,2.0,16.0,11.0,15.0,5.0,17.0,6.0,3.0,8.0,14.0,3.0,2.0,18.0,12.0,19.0,20.0,2
12.0,17.0,16.0,13.0,,19.0,16.0,18.0,,14.0,11.0,4.0,11.0,18.0,12.0,5.0,14.0,0.0,7.0,3.0,5
13.0,19.0,19.0,15.0,4.0,14.0,13.0,14.0,6.0,,4.0,6.0,9.0,13.0,4.0,2.0,18.0,13.0,20.0,,2
13.0,19.0,19.0,16.0,2.0,14.0,13.0,16.0,6.0,19.0,7.0,5.0,9.0,16.0,4.0,1.0,17.0,13.0,18.0,18.0,2
10.0,11.0,17.0,,14.0,19.0,10.0,14.0,0.0,14.0,17.0,9.0,4.0,12.0,,4.0,2.0,4.0,15.0,11.0,1
,15.0,17.0,15.0,11.0,20.0,12.0,,1.0,18.0,17.0,13.0,5.0,10.0,2.0,3.0,4.0,5.0,15.0,12.0,1
12.0,18.0,17.0,18.0,3.0,15.0,12.0,15.0,4.0,18.0,4.0,6.0,10.0,14.0,2.0,1.0,19.0,11.0,19.0,18.0,2
2.0,15.0,14.0,8.0,21.0,12.0,4.0,14.0,17.0,12.0,14.0,17.0,20.0,6.0,20.0,6.0,22.0,11.0,15.0,,3
1.0,16.0,15.0,4.0,18.0,13.0,3.0,16.0,14.0,13.0,13.0,15.0,20.0,7.0,20.0,5.0,19.0,12.0,13.0,15.0,3
1.0,15.0,16.0,6.0,,13.0,5.0,14.0,16.0,15.0,14.0,14.0,21.0,7.0,21.0,5.0,19.0,11.0,14.0,14.0,3
2.0,,13.0,6.0,20.0,12.0,4.0,15.0,16.0,13.0,14.0,16.0,19.0,7.0,17.0,6.0,21.0,12.0,13.0,,3
,10.0,14.0,6.0,13.0,20.0,5.0,0.0,6.0,19.0,19.0,12.0,2.0,17.0,17.0,15.0,14.0,4.0,8.0,16.0,4
3.0,15.0,16.0,7.0,20.0,11.0,4.0,16.0,,11.0,13.0,14.0,,5.0,19.0,7.0,20.0,12.0,16.0,16.0,3
2.0,16.0,16.0,6.0,19.0,12.0,6.0,18.0,15.0,14.0,12.0,16.0,21.0,6.0,19.0,6.0,19.0,11.0,17.0,12.0,3
18.0,2.0,15.0,12.0,1.0,9.0,,7.0,6.0,7.0,17.0,9.0,6.0,10.0,,19.0,11.0,6.0,16.0,7.0,0
3.0,15.0,15.0,7.0,,12.0,5.0,14.0,15.0,14.0,13.0,16.0,18.0,7.0,20.0,8.0,20.0,9.0,16.0,13.0,3
14.0,19.0,19.0,17.0,,,12.0,14.0,7.0,20.0,5.0,3.0,9.0,16.0,1.0,1.0,17.0,13.0,20.0,18.0,2
13.0,17.0,13.0,,3.0,20.0,18.0,18.0,5.0,,12.0,5.0,10.0,19.0,12.0,3.0,11.0,0.0,6.0,3.0,5
15.0,17.0,17.0,13.0,4.0,21.0,19.0,20.0,3.0,16.0,9.0,4.0,10.0,16.0,12.0,3.0,13.0,1.0,6.0,1.0,5
12.0,18.0,19.0,17.0,3.0,16.0,11.0,13.0,4.0,16.0,7.0,4.0,6.0,14.0,1.0,,20.0,12.0,19.0,20.0,2
13.0,19.0,19.0,17.0,3.0,14.0,14.0,14.0,7.0,16.0,6.0,5.0,10.0,,3.0,2.0,18.0,14.0,18.0,19.0,2
13.0,0.0,15.0,14.0,1.0,10.0,7.0,8.0,8.0,10.0,17.0,10.0,4.0,8.0,10.0,18.0,11.0,4.0,18.0,8.0,0
13.0,18.0,19.0,15.0,3.0,17.0,13.0,15.0,5.0,17.0,6.0,7.0,7.0,13.0,2.0,0.0,18.0,12.0,,19.0,2
14.0,16.0,16.0,15.0,4.0,23.0,17.0,20.0,1.0,14.0,10.0,6.0,,18.0,13.0,4.0,,0.0,8.0,3.0,5
12.0,15.0,18.0,12.0,13.0,18.0,10.0,13.0,0.0,14.0,,11.0,5.0,9.0,,2.0,,2.0,13.0,14.0,1
11.0,14.0,17.0,13.0,13.0,20.0,14.0,10.0,1.0,15.0,17.0,13.0,4.0,10.0,,3.0,2.0,4.0,12.0,12.0,1
10.0,13.0,17.0,13.0,14.0,20.0,,13.0,3.0,16.0,16.0,9.0,4.0,9.0,2.0,1.0,3.0,4.0,14.0,12.0,1
,2.0,15.0,11.0,2.0,,9.0,8.0,7.0,6.0,17.0,8.0,9.0,7.0,9.0,16.0,11.0,5.0,19.0,,0
3.0,16.0,16.0,8.0,19.0,13.0,4.0,17.0,18.0,15.0,11.0,17.0,20.0,4.0,20.0,5.0,20.0,13.0,12.0,15.0,3
12.0,14.0,13.0,14.0,3.0,22.0,18.0,21.0,5.0,15.0,11.0,5.0,8.0,17.0,13.0,3.0,13.0,1.0,9.0,2.0,5
16.0,10.0,,6.0,13.0,20.0,4.0,1.0,7.0,15.0,17.0,9.0,0.0,19.0,18.0,,13.0,4.0,6.0,14.0,4
13.0,19.0,20.0,19.0,1.0,17.0,13.0,16.0,6.0,17.0,6.0,6.0,10.0,16.0,4.0,2.0,19.0,13.0,19.0,20.0,2
15.0,3.0,12.0,10.0,0.0,8.0,7.0,6.0,3.0,8.0,17.0,9.0,7.0,6.0,9.0,18.0,11.0,5.0,19.0,9.0,0
16.0,12.0,16.0,6.0,13.0,19.0,6.0,4.0,6.0,18.0,17.0,11.0,2.0,20.0,18.0,15.0,15.0,6.0,7.0,12.0,4
15.0,9.0,15.0,4.0,13.0,19.0,8.0,0.0,,19.0,18.0,11.0,1.0,,17.0,16.0,14.0,4.0,8.0,15.0,4
19.0,12.0,17.0,4.0,12.0,18.0,6.0,1.0,6.0,19.0,19.0,11.0,1.0,20.0,17.0,16.0,12.0,5.0,,15.0,4
14.0,17.0,13.0,13.0,4.0,22.0,18.0,19.0,5.0,13.0,7.0,7.0,13.0,17.0,13.0,3.0,13.0,2.0,7.0,,5
13.0,16.0,15.0,16.0,5.0,21.0,16.0,20.0,3.0,13.0,8.0,7.0,10.0,17.0,14.0,3.0,13.0,0.0,9.0,4.0,5
15.0,19.0,22.0,16.0,4.0,15.0,11.0,14.0,,18.0,5.0,5.0,9.0,14.0,3.0,2.0,19.0,11.0,21.0,18.0,2
,10.0,16.0,3.0,13.0,19.0,7.0,1.0,4.0,19.0,18.0,10.0,3.0,18.0,18.0,15.0,15.0,3.0,7.0,15.0,4
15.0,2.0,13.0,10.0,2.0,7.0,11.0,6.0,8.0,7.0,16.0,9.0,8.0,9.0,11.0,20.0,8.0,5.0,20.0,9.0,0
12.0,12.0,14.0,13.0,14.0,18.0,11.0,16.0,1.0,15.0,19.0,9.0,4.0,10.0,2.0,5.0,2.0,5.0,12.0,10.0,1
11.0,13.0,17.0,13.0,14.0,18.0,11.0,14.0,0.0,16.0,18.0,10.0,3.0,8.0,5.0,5.0,1.0,5.0,15.0,13.0,1
13.0,17.0,13.0,14.0,4.0,20.0,16.0,20.0,4.0,15.0,13.0,5.0,11.0,20.0,13.0,4.0,,1.0,8.0,3.0,5
17.0,11.0,15.0,4.0,12.0,20.0,6.0,1.0,6.0,19.0,17.0,12.0,0.0,16.0,16.0,15.0,14.0,5.0,6.0,13.0,4
10.0,16.0,16.0,,14.0,18.0,13.0,12.0,0.0,15.0,19.0,10.0,5.0,11.0,3.0,5.0,1.0,5.0,13.0,10.0,1
13.0,17.0,18.0,15.0,3.0,14.0,12.0,15.0,4.0,21.0,6.0,7.0,10.0,15.0,4.0,2.0,18.0,14.0,17.0,,2
11.0,19.0,18.0,17.0,2.0,16.0,11.0,16.0,4.0,16.0,7.0,5.0,9.0,16.0,3.0,0.0,,12.0,19.0,18.0,2
13.0,16.0,21.0,17.0,2.0,15.0,10.0,13.0,4.0,18.0,6.0,4.0,8.0,15.0,2.0,3.0,20.0,12.0,17.0,19.0,2
14.0,0.0,14.0,12.0,1.0,5.0,10.0,8.0,8.0,8.0,17.0,7.0,3.0,7.0,10.0,20.0,10.0,5.0,18.0,9.0,0
19.0,12.0,15.0,3.0,12.0,21.0,7.0,2.0,8.0,18.0,20.0,10.0,3.0,18.0,17.0,15.0,13.0,4.0,5.0,15.0,4
15.0,17.0,15.0,14.0,4.0,22.0,18.0,20.0,6.0,13.0,7.0,4.0,10.0,21.0,15.0,2.0,,0.0,10.0,0.0,5
14.0,1.0,15.0,11.0,1.0,7.0,8.0,6.0,7.0,6.0,18.0,10.0,6.0,6.0,9.0,20.0,10.0,6.0,19.0,11.0,0
15.0,11.0,15.0,7.0,11.0,16.0,6.0,0.0,5.0,19.0,17.0,10.0,,18.0,20.0,15.0,15.0,7.0,7.0,13.0,4
17.0,11.0,13.0,4.0,11.0,19.0,5.0,0.0,7.0,17.0,17.0,8.0,4.0,17.0,17.0,15.0,12.0,3.0,8.0,16.0,4
13.0,18.0,20.0,16.0,4.0,15.0,11.0,17.0,4.0,17.0,6.0,4.0,8.0,15.0,3.0,2.0,18.0,12.0,17.0,18.0,2
16.0,15.0,15.0,17.0,2.0,22.0,16.0,20.0,4.0,13.0,9.0,6.0,12.0,18.0,12.0,2.0,15.0,1.0,7.0,4.0,5
4.0,15.0,15.0,7.0,21.0,13.0,4.0,16.0,17.0,14.0,14.0,18.0,21.0,7.0,19.0,7.0,21.0,13.0,13.0,15.0,3
14.0,1.0,15.0,13.0,1.0,8.0,10.0,7.0,8.0,6.0,18.0,9.0,8.0,,9.0,20.0,9.0,6.0,17.0,11.0,0
12.0,0.0,11.0,10.0,0.0,,13.0,8.0,6.0,8.0,17.0,9.0,6.0,8.0,9.0,18.0,11.0,4.0,17.0,8.0,0
13.0,17.0,15.0,14.0,3.0,21.0,17.0,20.0,7.0,15.0,9.0,,10.0,18.0,11.0,4.0,15.0,2.0,9.0,3.0,5
2.0,17.0,15.0,8.0,18.0,12.0,2.0,14.0,15.0,,13.0,16.0,20.0,6.0,20.0,7.0,20.0,11.0,15.0,,3
17.0,10.0,16.0,4.0,12.0,20.0,3.0,3.0,6.0,18.0,16.0,10.0,2.0,18.0,18.0,17.0,15.0,6.0,6.0,13.0,4
10.0,16.0,17.0,13.0,13.0,,13.0,11.0,3.0,14.0,16.0,10.0,5.0,11.0,1.0,1.0,1.0,5.0,14.0,12.0,1
18.0,7.0,14.0,3.0,,18.0,5.0,1.0,5.0,21.0,,9.0,3.0,16.0,19.0,15.0,15.0,6.0,7.0,16.0,4
15.0,16.0,14.0,13.0,4.0,19.0,18.0,18.0,5.0,13.0,8.0,4.0,12.0,17.0,13.0,2.0,15.0,0.0,8.0,3.0,5
14.0,0.0,13.0,12.0,0.0,9.0,11.0,6.0,7.0,7.0,19.0,11.0,6.0,8.0,12.0,20.0,9.0,6.0,18.0,10.0,0
1.0,15.0,,9.0,19.0,14.0,5.0,16.0,,14.0,16.0,16.0,19.0,,21.0,8.0,20.0,11.0,12.0,12.0,3
16.0,1.0,13.0,12.0,1.0,9.0,8.0,7.0,8.0,7.0,18.0,9.0,7.0,9.0,10.0,16.0,11.0,5.0,16.0,8.0,0
15.0,9.0,16.0,,13.0,19.0,5.0,0.0,4.0,19.0,17.0,11.0,1.0,17.0,20.0,16.0,14.0,7.0,8.0,13.0,4
16.0,,13.0,11.0,0.0,9.0,9.0,8.0,7.0,7.0,18.0,8.0,5.0,6.0,10.0,17.0,10.0,5.0,18.0,9.0,0
12.0,18.0,16.0,14.0,,21.0,17.0,18.0,5.0,14.0,9.0,4.0,10.0,16.0,12.0,,14.0,2.0,7.0,6.0,5
17.0,14.0,17.0,6.0,13.0,20.0,3.0,1.0,5.0,20.0,17.0,10.0,5.0,17.0,19.0,16.0,13.0,2.0,6.0,14.0,4
14.0,0.0,16.0,10.0,2.0,7.0,10.0,,5.0,7.0,,8.0,6.0,10.0,11.0,22.0,7.0,,19.0,10.0,0
15.0,17.0,13.0,13.0,5.0,20.0,17.0,21.0,4.0,15.0,10.0,6.0,10.0,16.0,13.0,3.0,15.0,1.0,8.0,2.0,5
16.0,4.0,15.0,11.0,0.0,9.0,12.0,,,5.0,17.0,8.0,7.0,8.0,8.0,19.0,,7.0,20.0,,0
11.0,16.0,15.0,12.0,12.0,20.0,11.0,13.0,2.0,16.0,16.0,9.0,5.0,10.0,2.0,6.0,2.0,4.0,16.0,11.0,1
14.0,2.0,13.0,11.0,2.0,7.0,10.0,7.0,7.0,8.0,17.0,9.0,5.0,6.0,7.0,17.0,11.0,5.0,20.0,7.0,0
16.0,1.0,10.0,13.0,2.0,10.0,12.0,6.0,5.0,8.0,18.0,9.0,4.0,6.0,9.0,17.0,10.0,5.0,20.0,10.0,0
15.0,17.0,14.0,13.0,2.0,20.0,17.0,19.0,5.0,13.0,9.0,6.0,9.0,19.0,11.0,3.0,15.0,1.0,7.0,3.0,5
13.0,,13.0,12.0,3.0,8.0,10.0,6.0,7.0,9.0,17.0,7.0,5.0,7.0,10.0,21.0,10.0,5.0,21.0,11.0,0
15.0,2.0,14.0,12.0,1.0,8.0,12.0,5.0,7.0,7.0,16.0,9.0,4.0,7.0,10.0,20.0,11.0,5.0,20.0,10.0,0
19.0,10.0,16.0,4.0,11.0,20.0,4.0,1.0,5.0,18.0,15.0,11.0,2.0,18.0,18.0,15.0,13.0,4.0,8.0,15.0,4
16.0,9.0,14.0,5.0,15.0,16.0,6.0,3.0,5.0,19.0,18.0,11.0,0.0,,19.0,16.0,13.0,5.0,7.0,15.0,4
13.0,15.0,14.0,13.0,4.0,20.0,17.0,18.0,3.0,13.0,8.0,5.0,10.0,18.0,13.0,3.0,15.0,0.0,7.0,3.0,5
14.0,16.0,14.0,12.0,4.0,20.0,15.0,17.0,,13.0,9.0,,12.0,20.0,16.0,4.0,11.0,0.0,5.0,0.0,5
1.0,15.0,,8.0,18.0,12.0,4.0,16.0,15.0,,12.0,16.0,20.0,6.0,17.0,7.0,21.0,11.0,16.0,14.0,3
16.0,11.0,12.0,7.0,12.0,19.0,,,,20.0,17.0,12.0,3.0,18.0,19.0,15.0,13.0,,7.0,15.0,4
10.0,11.0,17.0,13.0,13.0,19.0,13.0,14.0,0.0,,17.0,9.0,,9.0,3.0,4.0,,4.0,14.0,12.0,1
14.0,17.0,19.0,15.0,4.0,15.0,12.0,15.0,6.0,17.0,6.0,3.0,8.0,14.0,3.0,1.0,,14.0,21.0,,2
3.0,,16.0,,19.0,10.0,3.0,15.0,15.0,,15.0,15.0,19.0,8.0,21.0,7.0,22.0,11.0,17.0,14.0,3
3.0,13.0,15.0,6.0,19.0,11.0,4.0,17.0,17.0,15.0,13.0,16.0,19.0,6.0,20.0,8.0,20.0,,14.0,15.0,3
9.0,14.0,14.0,15.0,16.0,20.0,12.0,14.0,0.0,14.0,17.0,9.0,5.0,10.0,,5.0,2.0,6.0,12.0,11.0,1
3.0,14.0,16.0,8.0,21.0,10.0,4.0,17.0,18.0,14.0,14.0,16.0,19.0,7.0,,6.0,21.0,11.0,16.0,16.0,3
,14.0,14.0,7.0,21.0,12.0,4.0,15.0,17.0,13.0,15.0,14.0,21.0,,21.0,9.0,22.0,16.0,14.0,14.0,3
13.0,16.0,15.0,13.0,3.0,20.0,16.0,22.0,,14.0,11.0,6.0,9.0,18.0,13.0,3.0,14.0,1.0,8.0,3.0,5
11.0,18.0,17.0,15.0,6.0,14.0,11.0,14.0,5.0,17.0,4.0,6.0,9.0,,4.0,4.0,19.0,13.0,17.0,19.0,2
0.0,12.0,17.0,7.0,19.0,14.0,2.0,16.0,18.0,15.0,12.0,15.0,20.0,5.0,19.0,6.0,19.0,12.0,13.0,15.0,3
13.0,3.0,14.0,11.0,0.0,6.0,10.0,7.0,6.0,9.0,17.0,10.0,8.0,8.0,9.0,20.0,9.0,6.0,,9.0,0
12.0,14.0,17.0,11.0,14.0,19.0,11.0,12.0,0.0,13.0,18.0,11.0,5.0,8.0,1.0,2.0,2.0,2.0,11.0,12.0,1
16.0,,11.0,10.0,2.0,11.0,8.0,6.0,6.0,8.0,17.0,,6.0,5.0,9.0,16.0,8.0,5.0,18.0,,0
15.0,1.0,15.0,10.0,2.0,8.0,8.0,6.0,6.0,8.0,15.0,9.0,6.0,6.0,8.0,18.0,8.0,,20.0,8.0,0
14.0,10.0,16.0,4.0,14.0,19.0,,0.0,7.0,16.0,17.0,13.0,3.0,18.0,19.0,15.0,14.0,6.0,7.0,12.0,4
13.0,15.0,13.0,15.0,5.0,18.0,17.0,21.0,3.0,,9.0,9.0,9.0,19.0,12.0,3.0,13.0,1.0,8.0,3.0,5
16.0,10.0,15.0,6.0,12.0,20.0,,0.0,3.0,,18.0,12.0,2.0,19.0,19.0,16.0,13.0,5.0,7.0,15.0,4
13.0,15.0,15.0,13.0,4.0,20.0,20.0,18.0,5.0,15.0,10.0,4.0,9.0,18.0,13.0,5.0,16.0,0.0,6.0,4.0,5
17.0,9.0,14.0,4.0,13.0,20.0,7.0,0.0,4.0,19.0,19.0,10.0,1.0,18.0,19.0,16.0,15.0,6.0,6.0,14.0,4
11.0,15.0,15.0,12.0,14.0,20.0,12.0,14.0,2.0,16.0,17.0,9.0,5.0,10.0,3.0,2.0,1.0,5.0,14.0,11.0,1
12.0,3.0,14.0,11.0,2.0,7.0,10.0,7.0,8.0,7.0,16.0,10.0,6.0,7.0,10.0,17.0,8.0,5.0,17.0,8.0,0
11.0,15.0,17.0,,13.0,21.0,13.0,14.0,1.0,13.0,16.0,,5.0,9.0,2.0,4.0,2.0,3.0,15.0,13.0,1
12.0,17.0,16.0,14.0,2.0,20.0,19.0,20.0,6.0,14.0,10.0,5.0,11.0,17.0,12.0,4.0,14.0,1.0,6.0,,5
4.0,15.0,13.0,6.0,21.0,13.0,6.0,14.0,19.0,14.0,14.0,14.0,20.0,8.0,20.0,8.0,18.0,11.0,15.0,15.0,3
11.0,14.0,17.0,11.0,13.0,20.0,12.0,12.0,2.0,17.0,18.0,10.0,4.0,9.0,2.0,3.0,1.0,5.0,13.0,15.0,1
15.0,1.0,,12.0,0.0,8.0,11.0,5.0,8.0,,17.0,11.0,7.0,7.0,7.0,18.0,9.0,5.0,,7.0,0
10.0,2.0,12.0,11.0,3.0,8.0,10.0,8.0,6.0,,18.0,8.0,7.0,9.0,11.0,18.0,9.0,,19.0,10.0,0
14.0,18.0,14.0,15.0,3.0,21.0,17.0,22.0,4.0,14.0,9.0,8.0,8.0,15.0,13.0,3.0,15.0,3.0,8.0,6.0,5
12.0,2.0,13.0,12.0,0.0,9.0,9.0,6.0,6.0,8.0,18.0,10.0,7.0,8.0,7.0,20.0,9.0,5.0,18.0,,0
10.0,16.0,16.0,,15.0,18.0,,13.0,2.0,16.0,16.0,11.0,5.0,10.0,3.0,3.0,0.0,4.0,13.0,11.0,1
14.0,19.0,20.0,16.0,3.0,15.0,9.0,14.0,6.0,16.0,6.0,5.0,9.0,16.0,1.0,2.0,19.0,,20.0,17.0,2
9.0,15.0,,11.0,11.0,21.0,12.0,14.0,1.0,14.0,,12.0,4.0,9.0,2.0,3.0,3.0,3.0,14.0,,1
3.0,13.0,15.0,8.0,19.0,,3.0,17.0,17.0,12.0,12.0,15.0,19.0,7.0,18.0,5.0,20.0,14.0,16.0,15.0,3
16.0,10.0,13.0,4.0,12.0,20.0,6.0,1.0,4.0,19.0,14.0,9.0,2.0,19.0,18.0,16.0,13.0,3.0,7.0,16.0,4
14.0,,15.0,14.0,6.0,21.0,17.0,,5.0,13.0,10.0,4.0,9.0,17.0,14.0,3.0,13.0,1.0,9.0,2.0,5
12.0,15.0,15.0,14.0,4.0,19.0,17.0,19.0,6.0,16.0,8.0,6.0,,17.0,13.0,3.0,14.0,4.0,7.0,2.0,5
10.0,16.0,17.0,13.0,13.0,20.0,14.0,10.0,1.0,14.0,15.0,9.0,2.0,10.0,3.0,2.0,,,13.0,13.0,1
4.0,16.0,16.0,5.0,20.0,12.0,3.0,17.0,16.0,13.0,12.0,16.0,21.0,9.0,20.0,6.0,22.0,13.0,13.0,,3
12.0,13.0,17.0,,,17.0,12.0,13.0,1.0,17.0,17.0,10.0,3.0,12.0,4.0,4.0,3.0,4.0,12.0,12.0,1
14.0,12.0,14.0,3.0,14.0,20.0,3.0,1.0,5.0,17.0,17.0,11.0,1.0,18.0,19.0,,15.0,5.0,7.0,14.0,4
18.0,10.0,14.0,4.0,15.0,22.0,6.0,0.0,8.0,19.0,17.0,12.0,1.0,,20.0,14.0,,2.0,8.0,14.0,4
15.0,0.0,14.0,14.0,0.0,,8.0,7.0,8.0,,18.0,8.0,4.0,5.0,9.0,17.0,10.0,5.0,18.0,9.0,0
11.0,12.0,15.0,13.0,15.0,20.0,12.0,13.0,1.0,15.0,16.0,9.0,4.0,11.0,1.0,4.0,3.0,6.0,14.0,11.0,1
12.0,17.0,17.0,17.0,3.0,17.0,10.0,13.0,5.0,17.0,6.0,,7.0,16.0,4.0,2.0,17.0,13.0,17.0,21.0,2
,11.0,15.0,14.0,14.0,19.0,12.0,11.0,0.0,15.0,16.0,10.0,4.0,9.0,4.0,6.0,1.0,6.0,13.0,12.0,1
11.0,14.0,17.0,12.0,12.0,18.0,12.0,11.0,0.0,,20.0,11.0,4.0,9.0,2.0,2.0,3.0,7.0,14.0,14.0,1
3.0,13.0,15.0,7.0,21.0,11.0,4.0,16.0,19.0,14.0,11.0,17.0,19.0,7.0,,8.0,18.0,10.0,,11.0,3
14.0,2.0,13.0,7.0,2.0,9.0,10.0,7.0,8.0,5.0,18.0,8.0,4.0,,7.0,17.0,11.0,5.0,18.0,9.0,0
13.0,15.0,14.0,,,18.0,15.0,20.0,3.0,14.0,10.0,7.0,9.0,20.0,13.0,4.0,13.0,1.0,7.0,1.0,5
11.0,1.0,13.0,12.0,1.0,8.0,12.0,7.0,7.0,6.0,17.0,7.0,3.0,,9.0,18.0,9.0,6.0,18.0,8.0,0
4.0,16.0,15.0,7.0,20.0,12.0,6.0,15.0,15.0,15.0,14.0,17.0,19.0,8.0,18.0,7.0,21.0,12.0,16.0,14.0,3
2.0,15.0,15.0,7.0,21.0,11.0,3.0,16.0,18.0,15.0,13.0,14.0,20.0,7.0,18.0,6.0,20.0,13.0,15.0,17.0,3
,18.0,19.0,16.0,1.0,16.0,10.0,16.0,6.0,18.0,5.0,5.0,9.0,13.0,3.0,1.0,17.0,14.0,18.0,18.0,2
13.0,18.0,20.0,16.0,3.0,14.0,9.0,13.0,5.0,17.0,7.0,6.0,7.0,14.0,5.0,1.0,17.0,12.0,19.0,18.0,2
17.0,10.0,16.0,4.0,11.0,18.0,6.0,2.0,6.0,20.0,16.0,11.0,,19.0,17.0,16.0,13.0,6.0,8.0,15.0,4
12.0,17.0,16.0,12.0,2.0,20.0,,21.0,6.0,15.0,11.0,6.0,10.0,17.0,15.0,4.0,13.0,0.0,,2.0,5
13.0,13.0,16.0,14.0,13.0,18.0,13.0,13.0,1.0,14.0,16.0,10.0,4.0,12.0,0.0,4.0,0.0,4.0,14.0,12.0,1
13.0,18.0,16.0,13.0,3.0,21.0,17.0,,6.0,13.0,9.0,7.0,9.0,17.0,13.0,4.0,12.0,0.0,7.0,2.0,5
3.0,14.0,14.0,8.0,21.0,13.0,5.0,16.0,18.0,14.0,14.0,15.0,19.0,9.0,21.0,7.0,20.0,11.0,15.0,14.0,3
14.0,0.0,,10.0,2.0,8.0,7.0,7.0,7.0,7.0,16.0,8.0,7.0,9.0,8.0,17.0,6.0,5.0,17.0,10.0,0
9.0,14.0,16.0,14.0,13.0,19.0,10.0,14.0,2.0,14.0,18.0,11.0,3.0,10.0,2.0,4.0,1.0,6.0,15.0,11.0,1
16.0,,15.0,5.0,12.0,18.0,5.0,0.0,5.0,19.0,18.0,12.0,2.0,17.0,20.0,17.0,12.0,4.0,8.0,,4
,13.0,16.0,14.0,15.0,17.0,12.0,12.0,0.0,16.0,16.0,9.0,5.0,10.0,0.0,5.0,1.0,4.0,11.0,,1
,9.0,14.0,5.0,13.0,18.0,6.0,0.0,6.0,20.0,19.0,10.0,1.0,17.0,21.0,16.0,17.0,5.0,8.0,,4
4.0,15.0,15.0,6.0,19.0,11.0,7.0,16.0,19.0,,15.0,15.0,19.0,5.0,19.0,8.0,19.0,11.0,,14.0,3
15.0,17.0,14.0,13.0,4.0,20.0,20.0,21.0,,14.0,10.0,8.0,10.0,18.0,13.0,2.0,11.0,1.0,8.0,2.0,5
4.0,16.0,13.0,7.0,21.0,12.0,6.0,15.0,14.0,13.0,14.0,17.0,19.0,8.0,21.0,8.0,21.0,11.0,15.0,14.0,3
14.0,17.0,15.0,13.0,3.0,19.0,19.0,18.0,3.0,15.0,11.0,7.0,9.0,18.0,14.0,3.0,12.0,1.0,,3.0,5
